Player,FG36,FGA36,threesMade36,threesAttempted36,twosMade36,twosAttempted36,FT36,FTA36,ORB36,DRB36,TRB36,AST36,STL36,BLK36,TOV36,PF36,PTS36
Leandro Barbosa\barbole01,5.7,12.3,1.3,3.7,4.4,8.7,1.7,2.1,0.9,3,3.9,2.7,1.5,0.3,1.8,3.6,14.4
J.J. Barea\bareajo01,6.8,15.4,2.2,5.6,4.7,9.7,1.6,2.1,0.6,2.7,3.3,6.5,0.6,0,2.4,2.4,17.4
Andrea Bargnani\bargnan01,7.2,15.8,0.2,0.9,7,14.9,2.7,3.2,1.6,3.9,5.5,1,0.2,0.5,1.5,3.5,17.3
Harrison Barnes\barneha02,5.2,11.2,1.4,3.8,3.8,7.4,1.8,2.4,1.4,4.4,5.7,2.1,0.7,0.2,1,2.4,13.6
Matt Barnes\barnema02,4.3,11.4,2,6.1,2.4,5.3,1.8,2.3,1.4,5.5,6.9,2.7,1.3,0.9,2,3.8,12.5
Will Barton\bartowi01,6.5,15,1.7,5,4.8,10.1,3.3,4.1,0.9,6.4,7.3,3.1,1.1,0.6,2.1,2.2,18
Brandon Bass\bassbr01,4.7,8.5,0,0.1,4.7,8.5,3.4,4,2.8,4.9,7.6,2,0.9,1.5,1.1,3.4,12.7
Nicolas Batum\batumni01,5.5,12.8,2,5.9,3.4,7,2.4,2.8,0.8,5.5,6.3,5.9,1,0.6,3,1.7,15.4
Jerryd Bayless\bayleje01,4.4,10.5,2.4,5.5,2,4.9,1.7,2.2,0.5,2.9,3.4,3.9,1.1,0.3,1.7,2.7,12.9
Aron Baynes\baynear01,5.7,11.2,0,0.1,5.7,11.2,3.7,4.8,4.1,7.1,11.2,1.5,0.6,1.5,2,4.4,15
Kent Bazemore\bazemke01,5.5,12.5,1.9,5.3,3.6,7.3,2.1,2.6,0.5,6.1,6.6,3,1.7,0.7,2.4,3,15.1
Bradley Beal\bealbr01,7.6,16.8,2.2,5.7,5.4,11.1,2.8,3.7,0.9,3.1,4,3.4,1.1,0.2,2.4,2.5,20.2
Michael Beasley\beaslmi01,10.6,20.3,0.3,0.9,10.3,19.4,3.8,4.9,2.9,6.8,9.7,1.6,1.1,0.9,2.4,3.9,25.3
Marco Belinelli\belinma01,5.3,13.7,2,6.4,3.3,7.3,2.5,3,0.2,2.3,2.5,2.7,0.8,0,1.7,2,15
Anthony Bennett\bennean01,3.4,11.6,1.3,6,2.1,5.6,3.9,4.3,2.6,7.3,9.9,0,2.1,0,1.7,3.4,12
Patrick Beverley\beverpa01,4.6,10.5,2.2,5.5,2.4,5,1.1,1.6,1.3,3.1,4.4,4.2,1.7,0.5,1.6,4.1,12.3
Bismack Biyombo\biyombi01,3.1,5.7,0,0,3.1,5.7,2.8,4.5,3.6,9.4,13,0.6,0.4,2.6,1.4,4.5,9
Nemanja Bjelica\bjeline01,3.7,7.9,1.6,4.2,2.1,3.7,1.3,1.8,1.6,5.4,7,2.8,0.9,0.7,1.6,5.2,10.3
Tarik Black\blackta01,4.1,7.5,0,0,4.1,7.5,1.4,3.3,3.2,8.2,11.4,1.2,1,1.3,1.6,5.7,9.7
DeJuan Blair\blairde01,4.6,11.2,0,0.2,4.6,11.1,0.8,2.1,3.3,6.1,9.4,1.8,1.3,0.3,2.5,8.8,10.1
Steve Blake\blakest01,3.4,8.8,1.9,5.5,1.5,3.2,0.6,0.7,0.3,2.9,3.2,7.3,0.9,0.2,3,2.6,9.3
Eric Bledsoe\bledser01,7.6,16.7,1.6,4.4,5.9,12.3,4.7,5.8,0.6,3.6,4.2,6.5,2.1,0.6,3.7,2.5,21.5
Bojan Bogdanovic\bogdabo02,5.5,12.7,2.2,5.8,3.3,7,1.9,2.2,0.6,3.7,4.3,1.7,0.5,0.1,2,2,15.1
Andrew Bogut\bogutan01,4.3,6.9,0,0,4.3,6.9,0.6,1.2,3,9.2,12.2,4,0.8,2.8,2.1,5.5,9.3
Matt Bonner\bonnema01,5.1,10,2.6,5.9,2.4,4,0.5,0.7,0.5,4.2,4.7,1.6,1,0.2,0.5,2.8,13.3
Devin Booker\bookede01,6.3,14.8,1.7,4.9,4.6,9.9,3.7,4.4,0.5,2.7,3.2,3.4,0.8,0.3,2.7,3.8,17.9
Trevor Booker\booketr01,4.2,8.6,0.3,0.9,3.9,7.7,1.6,2.3,3.7,6.3,10,1.9,1.3,0.9,1.8,3.7,10.2
Chris Bosh\boshch01,7.2,15.5,1.6,4.5,5.6,11,4.3,5.4,1,6.9,7.9,2.6,0.7,0.7,1.6,2,20.4
Avery Bradley\bradlav01,6.5,14.5,2.1,5.8,4.4,8.7,1.4,1.7,0.7,2.4,3.1,2.2,1.7,0.3,1.5,2.3,16.4
Elton Brand\brandel01,5,11.5,0,0.2,5,11.4,1.3,1.4,1.4,8.6,10.1,2.9,1.4,1.3,1.8,5.1,11.2
Corey Brewer\breweco01,4.6,11.9,1.3,4.8,3.3,7.1,2.3,3,0.9,3.4,4.3,2.4,1.8,0.4,1.7,3.6,12.7
Aaron Brooks\brookaa01,6.1,15.2,2.1,6,4,9.2,1.6,2.1,0.7,2.6,3.3,5.8,1,0.3,2.7,4.3,16
Anthony Brown\brownan02,2.3,7.6,1.2,4.2,1.1,3.4,1,1.2,0.5,3.7,4.2,1.1,0.8,0.3,0.9,2,6.9
Lorenzo Brown\brownlo01,4.7,14.8,0.6,4.7,4.1,10,1.8,2.4,0,4.1,4.1,6.5,1.8,0.6,5.3,2.4,11.8
Markel Brown\brownma02,4.7,11.8,1.4,4.4,3.3,7.4,2.6,3.4,0.8,3.6,4.5,3.3,1.4,0.5,2,3.4,13.3
Kobe Bryant\bryanko01,7.7,21.5,2.6,9,5.1,12.5,4.5,5.4,0.8,4,4.8,3.6,1.2,0.3,2.5,2.2,22.4
Chase Budinger\budinch01,4,9.3,0.9,3.3,3.1,5.9,1.5,2.2,1.7,4.1,5.8,2.5,1.2,0.4,1.7,2.4,10.5
Reggie Bullock\bullore01,3.6,8.2,1.8,4.4,1.8,3.8,1.2,1.3,1.2,4.5,5.7,2.3,0.8,0.2,0.7,2.4,10.2
Trey Burke\burketr01,6.9,16.7,2.3,6.7,4.6,10,1.8,2.2,0.5,2.5,3,3.9,0.9,0.2,2.1,2.3,17.9
Alec Burks\burksal01,6.2,15.1,1.4,3.6,4.7,11.5,4.8,6.4,0.7,4.2,4.9,2.8,0.8,0.2,2.3,3.2,18.6
Caron Butler\butleca01,5.1,12.1,0.6,3.7,4.5,8.4,2,2.5,1,3.5,4.5,2,1.8,0.2,0.6,3.9,12.9
Jimmy Butler\butleji01,6.8,15.1,0.9,3,5.9,12.1,5.7,6.9,1.1,4.1,5.2,4.7,1.6,0.6,1.9,1.8,20.4
Rasual Butler\butlera01,4.1,8.7,1.2,4.1,2.8,4.6,0.9,1.3,0.2,4.4,4.7,2,1.1,1.9,0.7,0.9,10.3
Bruno Caboclo\cabocbr01,0.8,10,0.8,5.9,0,4.2,0,0,0.8,0.8,1.7,0.8,1.7,0.8,3.3,1.7,2.5
Jose Calderon\caldejo01,3.7,8.1,1.5,3.6,2.2,4.5,0.7,0.9,0.4,3.7,4.1,5.3,1.1,0.1,1.5,2.4,9.7
Kentavious Caldwell-Pope\caldwke01,5.2,12.4,1.5,4.8,3.7,7.6,2.4,2.9,0.9,2.7,3.6,1.8,1.4,0.2,1.4,2.2,14.3
Isaiah Canaan\canaais01,4.8,13.2,3.2,8.9,1.5,4.3,2.7,3.3,0.4,2.8,3.2,2.5,1,0.2,1.7,2.4,15.5
Clint Capela\capelca01,5.7,9.7,0,0,5.7,9.7,2,5.2,4.7,7.3,12.1,1.2,1.4,2.3,1.5,4.6,13.3
DeMarre Carroll\carrode01,4.8,12.4,2.1,5.4,2.7,7,1.4,2.3,1.4,4.2,5.6,1.2,2,0.3,1.3,2.9,13.1
Vince Carter\cartevi01,4.8,12.3,2.1,6.1,2.7,6.2,2.5,3,1.1,4.1,5.2,2,1.4,0.6,1.3,3.6,14.1
Michael Carter-Williams\cartemi01,5.5,12.1,0.3,1.2,5.2,10.9,2.3,3.5,1,5,6,6.1,1.7,0.9,3.3,3.5,13.6
Omri Casspi\casspom01,5.7,11.9,2.1,5.2,3.6,6.7,2,3,1.1,6.7,7.9,1.8,1.1,0.3,1.8,2.9,15.6
Willie Cauley-Stein\caulewi01,4.9,8.6,0,0.1,4.9,8.6,2.1,3.2,3.4,5.6,9,0.9,1.2,1.7,1.2,3.7,11.8
Mario Chalmers\chalmma01,4.8,11.6,1.2,3.9,3.6,7.7,5.7,6.9,0.6,3.5,4.1,6,2.3,0.3,2.9,4.7,16.5
Tyson Chandler\chandty01,4.1,7,0,0,4.1,7,2.4,3.8,3.9,8.9,12.8,1.4,0.8,1,2.1,3.2,10.5
Rakeem Christmas\chrisra01,12,12,0,0,12,12,0,0,6,0,6,0,0,0,0,6,24
Ian Clark\clarkia01,5.5,12.6,1.9,5.2,3.7,7.3,1.7,2.1,0.8,3.4,4.2,4,1.1,0.8,2.7,3.6,14.7
Coty Clarke\clarkco01,12,24,12,12,0,12,0,0,0,6,6,0,0,0,6,0,36
Jordan Clarkson\clarkjo01,6.7,15.5,1.6,4.5,5.1,11,2.3,2.9,1.3,3.1,4.4,2.7,1.2,0.1,1.9,2.4,17.3
Norris Cole\coleno01,5.9,14.5,1,3.1,4.9,11.5,1.6,2,0.3,4.2,4.5,5,1.1,0.2,2.3,3.1,14.3
Darren Collison\collida01,6.1,12.6,1.4,3.5,4.7,9.1,3.1,3.7,0.5,2.3,2.7,5.2,1.2,0.1,2.1,2.3,16.8
Nick Collison\collini01,2.6,5.6,0,0.1,2.6,5.5,1.2,1.7,3.5,5.3,8.8,2.7,0.8,0.8,2.6,5.5,6.3
Mike Conley\conlemi01,6,14.2,1.6,4.4,4.4,9.8,3.9,4.7,0.5,2.8,3.4,7,1.4,0.3,1.7,2,17.5
Pat Connaughton\connapa01,3.3,12.3,1.3,5.3,2,7,1.3,1.3,2.8,5.3,8.1,2.5,0.5,0,2.5,1.5,9.1
Chris Copeland\copelch01,3.9,11.8,2.3,8.3,1.6,3.5,1.4,1.6,0.2,2.1,2.3,2.5,0.5,0,1.4,3.9,11.5
Bryce Cotton\cottobr01,3.7,9.2,0,2.8,3.7,6.5,0,0,0,0,0,2.8,2.8,0,4.6,1.8,7.4
DeMarcus Cousins\couside01,9.6,21.3,1.1,3.4,8.5,18,7.6,10.6,2.5,9.4,12,3.4,1.6,1.5,4,3.8,28
Robert Covington\covinro01,5.2,13.5,3.2,9.1,2,4.4,2.6,3.3,1.2,6.7,7.9,1.8,2,0.8,2.7,4.4,16.2
Allen Crabbe\crabbal01,5.3,11.6,1.9,4.9,3.4,6.7,1.7,1.9,0.5,3.2,3.7,1.7,1.1,0.3,1.1,3.3,14.2
Jamal Crawford\crawfja01,6.4,15.9,2,5.8,4.4,10.1,4.1,4.6,0.3,2.1,2.5,3.1,0.9,0.2,1.9,2.1,19
Jae Crowder\crowdja01,5.6,12.7,1.9,5.7,3.7,7,3.1,3.7,1.1,4.7,5.8,2.1,2,0.5,1.3,3.1,16.2
Dante Cunningham\cunnida01,3.4,7.5,1,3.2,2.4,4.3,1,1.5,1,3.3,4.3,1.4,0.8,0.6,0.7,3.2,8.8
Jared Cunningham\cunnija01,3.2,9.2,1.1,3.4,2.1,5.8,3.2,4.8,0.3,3.1,3.3,1.8,1.2,0.2,1.8,3.6,10.5
Seth Curry\curryse01,5.3,11.7,2.6,5.8,2.7,5.9,2.3,2.8,0.5,2.7,3.1,3.5,1.1,0.2,1.9,2.1,15.6
Stephen Curry\curryst01,10.7,21.3,5.4,11.8,5.4,9.5,4.8,5.3,0.9,4.8,5.7,7,2.3,0.2,3.5,2.1,31.7
Troy Daniels\danietr01,6.7,14.1,4.5,9.2,2.3,4.9,0.4,0.7,0.5,3.8,4.3,1.6,0.8,0.2,1.8,3,18.3
Anthony Davis\davisan02,9.3,18.9,0.6,1.8,8.7,17.1,5.4,7.2,2.2,8.3,10.4,1.9,1.3,2.1,2,2.5,24.6
Ed Davis\davised01,4.4,7.2,0,0,4.4,7.2,2.4,4.4,4.8,8,12.8,1.9,1.2,1.5,1.4,4.3,11.2
Branden Dawson\dawsobr01,2.5,6.2,0,0,2.5,6.2,1.2,1.2,2.5,2.5,5,0,0,1.2,0,2.5,6.2
Dewayne Dedmon\dedmode01,5.1,9,0,0,5.1,9,2.9,3.9,3.4,8.2,11.6,0.7,1.1,2.3,1.6,5.6,13
Bryce Dejean-Jones\dejeabr01,3.6,8.9,1.5,4.1,2.1,4.8,1.4,2.7,1,5.2,6.2,1.9,1.3,0.3,1.4,2.2,10.2
Sam Dekker\dekkesa01,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0
Matthew Dellavedova\dellama01,4,9.9,1.9,4.6,2.1,5.2,1.1,1.3,0.6,2.5,3.1,6.5,0.8,0.2,2.2,3.4,11
Luol Deng\denglu01,5.1,11.2,1.3,3.8,3.8,7.4,2.2,2.9,1.6,5,6.7,2.1,1.1,0.4,1.2,1.8,13.7
DeMar DeRozan\derozde01,7.9,17.7,0.6,1.8,7.3,15.9,7.1,8.4,0.8,3.7,4.5,4,1,0.3,2.2,2.1,23.5
Boris Diaw\diawbo01,5.2,9.9,0.6,1.8,4.6,8.2,1.5,2,1.5,4.5,6.1,4.6,0.7,0.5,2.5,2.6,12.6
Gorgui Dieng\dienggo01,5,9.4,0.1,0.3,4.9,9.1,3.3,4,2.5,6.9,9.5,2.3,1.5,1.6,2.3,3.6,13.4
Spencer Dinwiddie\dinwisp01,4.3,12.2,0.2,2.3,4.1,10,4.3,7.5,0.9,2.9,3.8,5,0.7,0,1.6,4.5,13.1
Toney Douglas\douglto01,5.2,12.7,2.3,5.8,2.9,6.9,2.4,2.8,0.7,3.4,4.1,4.5,2,0.1,1.8,3.7,15.1
Goran Dragic\dragigo01,6.4,13.3,1,3.1,5.4,10.2,1.8,2.5,0.8,3.4,4.2,6.4,1.1,0.3,2.8,2.9,15.5
Andre Drummond\drumman01,7.5,14.3,0,0.1,7.4,14.2,2.8,7.9,5.3,10.8,16.2,0.9,1.6,1.5,2.1,3.3,17.7
Jared Dudley\dudleja01,4,8.4,1.7,4.1,2.3,4.3,1.2,1.7,0.9,4,4.9,2.9,1.3,0.3,1.4,3.3,10.9
Duje Dukan\dukandu01,3,15,3,7.5,0,7.5,0,0,3,3,6,1.5,1.5,0,0,3,9
Tim Duncan\duncati01,5,10.3,0,0,5,10.3,2.2,3.1,2.7,7.8,10.5,3.8,1.1,1.8,2.1,2.9,12.2
Mike Dunleavy\dunlemi02,3.9,9.6,2,5.1,1.9,4.6,1.5,1.9,0.4,3.8,4.3,2,0.7,0.5,1.3,3.4,11.4
Kevin Durant\duranke01,9.7,19.3,2.6,6.7,7.1,12.6,6.2,7,0.6,7.6,8.2,5,1,1.2,3.5,1.9,28.3
Cleanthony Early\earlycl01,2.8,9.4,0.9,3.5,1.9,5.8,0.7,0.9,0.9,5.1,6.1,1.4,0.5,0.7,2.1,3.7,7.2
Jarell Eddie\eddieja01,4.9,15.9,3.7,11.5,1.2,4.4,2,2,0.5,5.1,5.6,1.2,1.2,0.2,0.2,1.2,15.4
Wayne Ellington\ellinwa01,4.9,12.5,2.1,6,2.7,6.5,1.2,1.4,0.4,3.4,3.9,1.9,1.1,0.1,1,1.8,13.1
Monta Ellis\ellismo01,5.7,13.4,1.1,3.7,4.6,9.7,2.1,2.7,0.6,3,3.6,5,2,0.5,2.7,2.3,14.8
James Ennis\ennisja01,5.9,12.4,2.8,6.3,3.1,6,2.7,3.7,2.3,2.3,4.6,2.3,1.8,0.5,2.1,3.1,17.4
Tyler Ennis\ennisty01,4.6,10.3,0.7,2.1,3.9,8.1,1.4,1.9,0.7,3.4,4.1,5.2,1.4,0.1,2.5,3.5,11.3
Jeremy Evans\evansje01,3.7,6.9,0.6,2.3,3.2,4.6,2.2,3,1.6,6.2,7.7,0.3,0.9,1.3,1,2.7,10.2
Tyreke Evans\evansty01,6.4,14.8,1.6,4,4.8,10.8,3.5,4.4,0.9,5.1,6.1,7.7,1.5,0.4,3.4,3.1,17.8
Festus Ezeli\ezelife01,5.8,10.7,0,0,5.8,10.7,3.3,6.2,4.3,7.8,12,1.5,0.8,2.3,1.8,4.4,15
Kenneth Faried\farieke01,7.4,13.3,0,0,7.4,13.3,2.9,4.7,5,7.4,12.3,1.7,0.7,1.3,1.9,3.6,17.7
Jordan Farmar\farmajo01,5.2,12.4,2,5.6,3.2,6.8,1.2,1.2,0.5,2.6,3.1,4.6,1.9,0.2,2.2,2.7,13.6
Derrick Favors\favorde01,7.6,14.7,0,0.1,7.6,14.7,3.3,4.6,3.1,6.1,9.1,1.7,1.3,1.7,1.9,2.7,18.4
Cristiano Felicio\feliccr01,4.5,8.1,0,0.4,4.5,7.6,2.8,3.9,3.4,8.1,11.4,2.9,0.7,1.5,1.5,3.5,11.8
Raymond Felton\feltora01,4.5,11.2,1,3.5,3.6,7.7,2.4,2.9,0.6,3.6,4.2,4.7,1.1,0.2,2,2.3,12.5
Evan Fournier\fournev01,6,13,2.2,5.5,3.8,7.6,2.8,3.3,0.5,2.7,3.2,3,1.3,0,1.9,3,17
Randy Foye\foyera01,3.7,10.6,1.6,5.5,2.1,5.1,1.3,1.6,0.5,2.9,3.4,3.5,0.9,0.6,1.9,2.9,10.4
Tim Frazier\fraziti01,4.7,11.1,0.8,2.3,3.9,8.8,2.6,3.6,1.3,4.1,5.3,7.9,1.6,0.1,3.2,3.5,12.7
Jimmer Fredette\fredeji01,4,10,2,4,2,6,8,10,0,0,0,2,2,0,4,4,18
Channing Frye\fryech01,4.6,10.4,2.7,7,1.8,3.4,0.9,1,1,6,7,2.1,0.9,0.8,1.3,3.8,12.7
Danilo Gallinari\gallida01,5.6,13.7,1.7,4.7,3.9,9,7.3,8.5,1,4.5,5.5,2.6,0.8,0.4,1.5,1.7,20.3
Langston Galloway\gallola01,4.1,10.4,1.4,4,2.7,6.4,1.5,2,0.8,4.3,5.1,3.7,1.4,0.4,1.1,3.1,11.1
Kevin Garnett\garneke01,3.5,7.4,0,0.1,3.5,7.4,0.9,1.4,1,8.7,9.7,4,1.8,0.6,1,4.5,7.9
Marc Gasol\gasolma01,6.6,14.2,0,0.1,6.6,14.2,4.1,4.9,1.2,6.1,7.3,3.9,1,1.4,2.4,2.8,17.3
Pau Gasol\gasolpa01,7.3,15.6,0.4,1.1,7,14.6,3.6,4.5,2.4,10,12.5,4.6,0.7,2.3,2.6,2.3,18.7
Rudy Gay\gayru01,7.1,15.2,1.1,3.3,5.9,12,3,3.8,1.6,5.3,6.9,1.8,1.5,0.8,2.1,2.8,18.2
Alonzo Gee\geeal01,2.9,5.6,0.4,1.3,2.5,4.3,1,1.5,1.3,4.1,5.4,1.6,1.4,0.3,1.2,3.7,7.2
Paul George\georgpa01,7.7,18.5,2.7,7.2,5,11.3,5.8,6.7,1,6.2,7.2,4.2,1.9,0.4,3.4,2.9,23.9
Taj Gibson\gibsota01,4.9,9.3,0,0.1,4.9,9.2,1.9,2.7,3.8,5.5,9.4,2,0.9,1.4,1.5,3.3,11.7
Manu Ginobili\ginobma01,6.3,13.8,2.2,5.7,4,8.1,2.9,3.6,0.8,3.8,4.6,5.6,2.1,0.3,3.1,3.1,17.6
Rudy Gobert\goberru01,3.7,6.6,0,0,3.7,6.6,3,5.3,3.9,8.6,12.4,1.7,0.8,2.5,2.1,3,10.4
Drew Gooden\goodedr01,3.9,12.2,0.8,4.8,3.1,7.3,1.1,1.7,3.3,6.7,10,1.5,0.9,1.3,1.5,4.7,9.7
Archie Goodwin\goodwar01,5.7,13.6,0.7,3.2,4.9,10.4,4.2,6.2,0.9,3.7,4.6,3.8,0.9,0.4,3.2,2.7,16.3
Aaron Gordon\gordoaa01,5.3,11.2,0.8,2.7,4.5,8.4,2.5,3.7,3,6.8,9.8,2.5,1.1,1.1,1.3,3,13.9
Eric Gordon\gordoer01,5.6,13.4,2.7,7.1,2.9,6.3,2.7,3,0.2,2.2,2.4,2.9,1,0.3,1.8,2.4,16.7
Marcin Gortat\gortama01,6.9,12.2,0,0,6.9,12.2,2.3,3.3,3.5,8.3,11.8,1.7,0.7,1.5,1.9,3.1,16.1
Andrew Goudelock\goudean01,6.5,14.4,0.7,6.5,5.8,7.9,2.2,2.9,0.7,0.7,1.4,2.9,4.3,1.4,5,2.9,15.8
Jerami Grant\grantje01,4.4,10.4,0.6,2.5,3.8,7.9,3.7,5.6,1.7,4.6,6.3,2.4,0.9,2.2,1.9,3.7,13.1
Jerian Grant\grantje02,4.4,11.1,0.6,2.8,3.8,8.3,2.7,3.5,0.7,3.4,4.1,5,1.4,0.3,2.5,2.8,12.1
Danny Green\greenda02,3.7,9.8,2,6.1,1.7,3.7,0.6,0.8,0.8,4.5,5.3,2.5,1.4,1.1,1.3,2.5,10
Draymond Green\greendr01,5.1,10.5,1.3,3.3,3.9,7.2,2.9,4.2,1.7,8.1,9.9,7.7,1.5,1.4,3.3,3.1,14.5
Erick Green\greener01,4.3,11.1,0.9,4.3,3.4,6.9,1.7,1.7,2.6,2.6,5.1,2.6,0.9,0,0,3.4,11.1
Gerald Green\greenge01,5.3,13.6,1.9,6,3.4,7.6,1.7,2.1,0.6,3.2,3.8,1.3,0.9,0.4,1.1,2.8,14.2
JaMychal Green\greenja01,5.7,12.3,0.4,1.1,5.4,11.2,2.6,3.4,3.5,5.8,9.3,1.7,1.1,0.8,2.1,4.7,14.4
Jeff Green\greenje02,5.7,13.2,1.1,3.4,4.6,9.8,2.6,3.5,1.2,4.1,5.3,2.2,0.9,0.6,1.5,2.6,15
Blake Griffin\griffbl01,9.3,18.6,0.2,0.6,9.1,18,4.3,6,1.6,7.5,9,5.2,0.9,0.5,2.6,2.9,23
Jorge Gutierrez\gutiejo01,3.4,6.3,0,1.1,3.4,5.1,5.7,6.3,0,4,4,9.7,1.7,0,3.4,1.7,12.6
P.J. Hairston\hairspj02,4,11.2,1.9,6.6,2.1,4.6,1.4,1.8,0.7,4.1,4.8,1,0.9,0.3,1.1,3.8,11.2
Jordan Hamilton\hamiljo02,5.8,13.7,1.5,5.3,4.3,8.4,1.7,2.5,1.4,5.9,7.3,3,0.9,0.4,2,2.8,14.8
Tyler Hansbrough\hansbty01,3.4,7.5,0.2,0.3,3.1,7.1,4,6.8,4.2,5.1,9.3,0.8,1.3,0.7,1.3,5.8,10.9
Tim Hardaway\hardati02,4.7,11,2,5.9,2.7,5.1,2.1,2.3,0.3,3.3,3.6,2.1,0.9,0.3,1,2,13.6
James Harden\hardeja01,8.2,18.6,2.7,7.6,5.5,11.1,8.3,9.6,0.7,5,5.8,7.1,1.6,0.6,4.3,2.6,27.4
Maurice Harkless\harklma01,4.8,10.2,1,3.5,3.9,6.7,1.7,2.7,2.5,4.4,6.9,1.7,1.2,0.9,1.5,3.1,12.3
Justin Harper\harpeju01,4.1,10.3,4.1,9.3,0,1,1,2.1,0,1,1,0,1,0,2.1,3.1,13.4
